,name_track,duration_ms,explicit,artists_track,featuring,track_number,disc_number,name_album,artist,uri_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
0,S&M,243533,False,['Rihanna'],False,1,1,Loud,Rihanna,spotify:track:0C4ejWmOTMv8vuYj85mf8m,0.766,0.682,1,-5.02,1,0.0419,0.0113,0.00016,0.104,0.833,127.966,4
1,What's My Name?,263173,False,"['Rihanna', 'Drake']",True,2,1,Loud,Rihanna,spotify:track:5FTCKvxzqy72ceS4Ujux4N,0.69,0.786,2,-2.959,1,0.0692,0.229,0.0,0.0797,0.583,100.049,4
2,Cheers (Drink To That),261746,False,['Rihanna'],False,3,1,Loud,Rihanna,spotify:track:5Lm8wha7kmEuqyjJ237HNM,0.576,0.912,9,-3.623,1,0.0403,0.0182,0.0,0.293,0.727,79.981,4
3,Fading,207253,False,['Rihanna'],False,4,1,Loud,Rihanna,spotify:track:2P9zV8VmHIPEYK2U2s0lUi,0.677,0.698,6,-5.07,1,0.167,0.0442,1.59e-06,0.157,0.323,88.344,4
4,Only Girl (In The World),235493,False,['Rihanna'],False,5,1,Loud,Rihanna,spotify:track:0AH6WMe3OlAlUb5miXt2FQ,0.789,0.716,11,-4.241,0,0.0434,0.13,1.09e-05,0.069,0.609,125.91,4
5,California King Bed,251613,False,['Rihanna'],False,6,1,Loud,Rihanna,spotify:track:0uIGzK6ukV0A5yWoCxPkRL,0.467,0.586,7,-3.942,1,0.0357,0.218,0.0,0.12,0.318,169.93,4
6,Man Down,267000,True,['Rihanna'],False,7,1,Loud,Rihanna,spotify:track:1Bx0zEdVjkFlV27iKaePug,0.477,0.904,0,-4.024,0,0.177,0.0437,0.0,0.0491,0.552,155.781,4
7,Raining Men,224840,True,"['Rihanna', 'Nicki Minaj']",True,8,1,Loud,Rihanna,spotify:track:1gCWLA71vXQmINwo6WxH4t,0.655,0.802,10,-4.818,0,0.176,0.015,0.0,0.337,0.845,157.932,4
8,Complicated,257506,True,['Rihanna'],False,9,1,Loud,Rihanna,spotify:track:2irJDnniX31d1ja0a13q4p,0.71,0.897,0,-3.802,1,0.0372,0.175,0.0,0.0918,0.33,137.972,4
9,Skin,303733,False,['Rihanna'],False,10,1,Loud,Rihanna,spotify:track:0a2JCinEvl21WeWLJBt7hM,0.638,0.573,7,-6.843,0,0.0449,0.139,0.0,0.13,0.114,126.998,4
10,Love The Way You Lie (Part II) - Pt. 2,296226,True,"['Rihanna', 'Eminem']",True,11,1,Loud,Rihanna,spotify:track:6M6lsQB4OhqL41eld29PeC,0.472,0.833,10,-4.486,1,0.162,0.297,0.0,0.056,0.413,166.271,4
11,Only Girl (In The World) - The Bimbo Jones Club,437466,False,"['Rihanna', 'Marc Jackson Burrows', 'Lee Dagger']",True,12,1,Loud,Rihanna,spotify:track:2H7D14ayVHyNSNNGVmatyA,0.705,0.941,11,-5.211,0,0.0418,0.0135,0.0153,0.292,0.744,127.868,4
12,Umbrella,275986,False,"['Rihanna', 'JAY-Z']",True,1,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:49FYlytm3dAAraYgpoJZux,0.583,0.829,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.575,174.028,4
13,Push Up On Me,195040,False,['Rihanna'],False,2,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:6QV8q0qVAyHjlnqQ39YIe1,0.791,0.88,1,-5.398,1,0.06,0.0142,0.119,0.033,0.641,119.939,4
14,Don't Stop The Music,267080,False,['Rihanna'],False,3,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:0ByMNEPAPpOR5H69DVrTNy,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,4
15,Breakin' Dishes,200573,False,['Rihanna'],False,4,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:46aZJc0z1HHHSFxaIRxYSP,0.801,0.674,8,-4.185,0,0.0311,0.000282,0.000139,0.0914,0.875,125.009,4
16,Shut Up And Drive,212280,False,['Rihanna'],False,5,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:4Tn2llBm1g0UlWctmgPL8Z,0.735,0.826,1,-4.902,1,0.0349,0.00101,0.129,0.197,0.74,132.964,4
17,Hate That I Love You,218946,False,"['Rihanna', 'Ne-Yo']",True,6,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:7iu0WYLdo4yksKf3seaxzI,0.637,0.73,5,-5.38,0,0.0874,0.323,0.0,0.0981,0.732,93.867,4
18,Say It,250666,False,['Rihanna'],False,7,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:1X0PGm7eJoC6LmXpczYeaN,0.575,0.588,1,-6.659,1,0.0515,0.0867,0.0,0.344,0.401,156.797,4
19,Sell Me Candy,165133,False,['Rihanna'],False,8,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:4jfHNGbzF5EGAD3iET0lsd,0.653,0.909,8,-5.059,1,0.196,0.142,0.0,0.0365,0.72,85.318,4
20,Lemme Get That,221026,False,['Rihanna'],False,9,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:1pKEXuXVJ9PCJj2BNrG4kX,0.704,0.894,8,-5.731,1,0.165,0.103,0.000221,0.075,0.723,175.842,4
21,Rehab,294720,False,['Rihanna'],False,10,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:5X3ahLXhOw16BR09GjYPUT,0.583,0.792,1,-5.894,1,0.0533,0.00321,4.92e-05,0.315,0.397,80.055,4
22,Question Existing,245493,False,['Rihanna'],False,11,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:5hfB5nQatLPlqyKmVEpEVI,0.255,0.656,11,-5.783,1,0.0769,0.144,0.0,0.365,0.276,178.356,3
23,Good Girl Gone Bad,213213,False,['Rihanna'],False,12,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:6g1B0hd6rlT3xP3mERUnz8,0.708,0.553,5,-6.319,0,0.0262,0.0335,0.0,0.101,0.589,94.977,4
24,Disturbia,238626,False,['Rihanna'],False,13,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:2VOomzT6VavJOGBeySqaMc,0.707,0.813,11,-4.515,0,0.0571,0.0863,0.0,0.168,0.722,124.921,4
25,Take A Bow,229413,False,['Rihanna'],False,14,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:3goSVuTt3fDYDP6kRnFwuL,0.697,0.467,9,-7.536,1,0.0715,0.248,0.0,0.0941,0.572,82.082,4
26,If I Never See Your Face Again,198240,False,"['Maroon 5', 'Rihanna']",True,15,1,Good Girl Gone Bad: Reloaded,Rihanna,spotify:track:2CtaTmkRB7csW9XAZbWHDq,0.763,0.781,6,-3.718,1,0.0357,0.00468,5.27e-06,0.116,0.914,106.015,4
27,Umbrella - Seamus Haji & Paul Emanuel,238240,False,"['Rihanna', 'JAY-Z', 'Seamus Haji', 'Paul Emanuel']",True,1,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:2b15tXMkdnrTVmTxktq7Tq,0.765,0.845,1,-3.223,1,0.0591,9.1e-05,6.65e-06,0.0713,0.764,125.003,4
28,Disturbia - Jody den Broeder,231173,False,['Rihanna'],False,2,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:3empwGY5IFwaRgn5R8r1p1,0.804,0.878,11,-4.38,0,0.0468,0.00989,0.000661,0.584,0.904,127.978,4
29,Shut Up And Drive - The Wideboys,219040,False,"['Rihanna', 'Wideboys']",True,3,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:1XekHLeG9WMs4Iy4EbbvCR,0.611,0.909,1,-3.836,1,0.326,0.000666,0.00949,0.343,0.573,128.051,4
30,Don't Stop The Music - Jody den Broeder,189720,False,"['Rihanna', 'Jody Den Broeder']",True,4,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:29C7Be2EngZnn7GSK3dDOW,0.733,0.886,11,-3.462,0,0.0381,0.0012,0.00033,0.415,0.762,125.964,4
31,Take A Bow - Tony Moran & Warren Riggs,242266,False,['Rihanna'],False,5,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:7tcxXaD8pklUOIUIrwVUhx,0.566,0.936,9,-4.922,1,0.0363,0.00449,3.89e-06,0.465,0.615,130.031,4
32,Breakin' Dishes - Soul Seekerz,199640,False,"['Rihanna', 'Soulseekerz']",True,6,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:6Z5yD9aOtXVWYwIBQy6KPM,0.549,0.903,11,-6.558,0,0.0362,0.000587,0.845,0.353,0.517,127.971,4
33,Hate That I Love You - K-Klassic,238613,False,"['Rihanna', 'Ne-Yo', 'K-Klass']",True,7,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:6SqkAuZuDhQmY0p2s8T1m0,0.632,0.906,8,-3.823,1,0.0287,0.00134,0.00374,0.356,0.59,121.982,4
34,Question Existing - The Wideboys,220440,False,"['Rihanna', 'Wideboys']",True,8,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:1K0wvTTsG6UAGF68xUmUc3,0.516,0.909,1,-3.721,0,0.16,0.0088,7.31e-05,0.308,0.55,125.951,4
35,Push Up On Me - Moto Blanco,208746,False,"['Rihanna', 'Moto Blanco']",True,9,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:4whG6kcgqybA84DBbgwQkQ,0.632,0.953,1,-4.764,1,0.0377,3.31e-05,0.91,0.267,0.794,128.007,4
36,Good Girl Gone Bad - Soul Seekerz,208213,False,"['Rihanna', 'Soulseekerz']",True,10,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:2JW9OfqzIrJDJGx0kVEC6n,0.589,0.919,5,-5.505,0,0.0351,0.000109,2.39e-06,0.367,0.543,127.999,4
37,Say It - Soul Seekerz,260386,False,"['Rihanna', 'Soulseekerz']",True,11,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:6P1pkjx7cMDKBU1TP7CqHY,0.65,0.932,6,-5.265,1,0.0391,0.000205,0.134,0.0297,0.872,127.998,4
38,Umbrella - Lindbergh Palace,233800,False,"['Rihanna', 'JAY-Z', 'Lindbergh Palace']",True,12,1,Good Girl Gone Bad: The Remixes,Rihanna,spotify:track:5oWg1pM72PUl0ytKEot3LP,0.701,0.881,1,-3.276,1,0.0282,0.00151,6.12e-05,0.104,0.451,124.027,4
39,Mad House,94480,True,['Rihanna'],False,1,1,Rated R,Rihanna,spotify:track:4oHkmDMdEHbd0f1xWqyFC7,0.306,0.591,9,-7.692,1,0.0578,0.000938,0.000175,0.163,0.293,70.159,4
40,Wait Your Turn,226560,True,['Rihanna'],False,2,1,Rated R,Rihanna,spotify:track:59QZX1c9i8Sn1hdVEF6IUi,0.415,0.704,7,-4.883,0,0.0604,0.0777,0.0,0.36,0.451,139.822,4
41,Hard,250600,True,"['Rihanna', 'Jeezy']",True,3,1,Rated R,Rihanna,spotify:track:3YJkAQNEhmCZGLdmPsu6Ye,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,4
42,Stupid In Love,241440,True,['Rihanna'],False,4,1,Rated R,Rihanna,spotify:track:6Wiyd7AsRdXvXGrxNkbqQ1,0.738,0.562,0,-5.435,0,0.0347,0.633,0.0,0.102,0.476,127.452,3
43,ROCKSTAR 101,238893,True,"['Rihanna', 'Slash']",True,5,1,Rated R,Rihanna,spotify:track:5rXDTihGQ3TkYE3pmraAmH,0.343,0.65,1,-4.624,1,0.0909,0.0299,0.0,0.646,0.315,170.697,5
44,Russian Roulette,227533,True,['Rihanna'],False,6,1,Rated R,Rihanna,spotify:track:3rMsX63C0IZVnOT5LGYoTH,0.48,0.486,6,-5.754,0,0.0447,0.046,0.0,0.107,0.265,80.051,4
45,Fire Bomb,257786,True,['Rihanna'],False,7,1,Rated R,Rihanna,spotify:track:2igOUypyg58AbiUPgrlPNN,0.561,0.847,5,-4.728,1,0.0446,0.13,0.0,0.151,0.443,149.909,4
46,Rude Boy,222920,True,['Rihanna'],False,8,1,Rated R,Rihanna,spotify:track:60jzFy6Nn4M0iD1d94oteF,0.563,0.75,11,-4.496,1,0.127,0.113,0.0,0.0788,0.812,173.906,4
47,Photographs,286360,True,"['Rihanna', 'will.i.am']",True,9,1,Rated R,Rihanna,spotify:track:4iywo4hJoh7MxFdMLFqYhN,0.696,0.632,11,-5.786,0,0.0323,0.136,0.0,0.123,0.399,130.155,4
48,G4L,239800,True,['Rihanna'],False,10,1,Rated R,Rihanna,spotify:track:0gzpfUezy3wdktjC2SD1FY,0.36,0.721,7,-4.542,0,0.0448,0.071,0.0,0.382,0.216,137.783,4
49,Te Amo,208426,True,['Rihanna'],False,11,1,Rated R,Rihanna,spotify:track:4YYHgF9dWyVSor0GtrBzdf,0.567,0.707,8,-5.455,0,0.0818,0.541,0.000176,0.1,0.751,171.917,4
50,Cold Case Love,364520,True,['Rihanna'],False,12,1,Rated R,Rihanna,spotify:track:4MMOt2JI6OjKL9RPT97krd,0.437,0.443,8,-7.767,1,0.0339,0.0291,0.000325,0.111,0.121,90.135,4
51,The Last Song,256173,True,['Rihanna'],False,13,1,Rated R,Rihanna,spotify:track:0llmtI6cBL8SomPTzAjtZ4,0.294,0.595,7,-5.307,0,0.0398,0.332,0.0,0.112,0.0996,130.857,4
52,Mad House - Chew Fu Straight Jacket Fix,132720,True,"['Rihanna', 'Chew Fu']",True,1,1,Rated R: Remixed,Rihanna,spotify:track:0xosb9d4wbXTYJ2FIbUm0h,0.638,0.794,11,-7.006,0,0.41,0.0396,0.0996,0.425,0.447,129.258,4
53,Russian Roulette - Chew Fu Black Russian Fix,355213,True,"['Rihanna', 'Chew Fu']",True,2,1,Rated R: Remixed,Rihanna,spotify:track:081sl4BpdkXcLciOJktR9y,0.666,0.755,6,-5.418,0,0.242,0.00448,0.283,0.147,0.546,130.036,4
54,ROCKSTAR 101 - Chew Fu Teachers Pet Fix,267226,True,"['Rihanna', 'Chew Fu']",True,3,1,Rated R: Remixed,Rihanna,spotify:track:78YZdpDXVJozZzcUE4JZa4,0.808,0.741,6,-6.087,0,0.0554,0.00207,0.153,0.541,0.84,128.035,4
55,Wait Your Turn - Chew Fu Can't Wait No More Fix,309293,True,"['Rihanna', 'Chew Fu']",True,4,1,Rated R: Remixed,Rihanna,spotify:track:4dyosL2M4UsLfHwvOs4RrF,0.785,0.817,7,-4.926,0,0.276,0.0405,9.89e-05,0.273,0.824,127.907,4
56,Photographs - Chew Fu 35mm Fix,359613,True,"['Rihanna', 'will.i.am', 'Chew Fu']",True,5,1,Rated R: Remixed,Rihanna,spotify:track:4jOr9RdyQPV9uOWJxpwO5g,0.738,0.606,6,-7.158,0,0.265,0.0227,1.73e-06,0.0627,0.8,127.987,4
57,Rude Boy - Chew Fu Vitamin S Fix,341573,True,"['Rihanna', 'Chew Fu']",True,6,1,Rated R: Remixed,Rihanna,spotify:track:2iMd8V7X5IhINZpVVJaMgY,0.446,0.755,3,-4.821,0,0.0544,0.0157,0.00384,0.393,0.228,147.849,4
58,Hard - Chew Fu Granite Fix,328013,True,"['Rihanna', 'Jeezy', 'Chew Fu']",True,7,1,Rated R: Remixed,Rihanna,spotify:track:0SfYKR2DPK2IpJILbDIE1G,0.739,0.883,11,-5.611,0,0.229,0.00094,0.000777,0.0633,0.746,130.036,4
59,G4L - Chew Fu Guns In The Air Fix,325946,True,"['Rihanna', 'Chew Fu']",True,8,1,Rated R: Remixed,Rihanna,spotify:track:0QiRDNlX6hVO3f2fa6Jf3e,0.677,0.772,2,-6.448,1,0.051,0.000559,0.119,0.269,0.753,129.035,4
60,Fire Bomb - Chew Fu Molotov Fix,418520,True,"['Rihanna', 'Chew Fu']",True,9,1,Rated R: Remixed,Rihanna,spotify:track:7pI0BSkOux2TAXekXq1klO,0.727,0.749,9,-5.9,0,0.214,0.00318,6.05e-05,0.137,0.655,128.02,4
61,Stupid In Love - Chew Fu Small Room Fix,332746,True,"['Rihanna', 'Chew Fu']",True,10,1,Rated R: Remixed,Rihanna,spotify:track:3amm7BQQgcC0PwhpNIiayb,0.863,0.691,5,-6.459,0,0.119,0.182,0.00837,0.0917,0.698,117.978,4
62,SOS,238920,False,['Rihanna'],False,1,1,A Girl Like Me,Rihanna,spotify:track:30cSNer6TV8x2utjULVeQ5,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4
63,Kisses Don't Lie,232880,False,['Rihanna'],False,2,1,A Girl Like Me,Rihanna,spotify:track:4iHglWXfdxUzr3th07fcM8,0.676,0.747,5,-4.926,0,0.118,0.0209,7.48e-05,0.152,0.91,77.979,4
64,Unfaithful,226973,False,['Rihanna'],False,3,1,A Girl Like Me,Rihanna,spotify:track:13xxBnXOuiBxVxJI458B0i,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,4
65,We Ride,236680,False,['Rihanna'],False,4,1,A Girl Like Me,Rihanna,spotify:track:0EIsxWGPSte4cAHZw5aXr4,0.394,0.744,5,-5.465,0,0.276,0.00175,0.0,0.308,0.772,78.696,4
66,Dem Haters,257866,False,"['Rihanna', 'Dwane Husbands']",True,5,1,A Girl Like Me,Rihanna,spotify:track:7jP5dRMrHFQZblvBftHhbZ,0.727,0.594,11,-4.52,0,0.0908,0.0132,0.0,0.0301,0.467,82.015,4
67,Final Goodbye,194200,False,['Rihanna'],False,6,1,A Girl Like Me,Rihanna,spotify:track:0KR7jNki49r2qg7o8D2zIB,0.512,0.463,4,-7.819,0,0.0285,0.0396,0.0,0.305,0.24,134.011,3
68,Break It Off,213373,False,"['Rihanna', 'Sean Paul']",True,7,1,A Girl Like Me,Rihanna,spotify:track:4PgtB6Sul8WDTRZCe5e8St,0.897,0.738,10,-5.314,0,0.228,0.0166,0.0,0.0573,0.798,133.966,4
69,Crazy Little Thing Called Love,202080,False,"['Rihanna', 'J-Status']",True,8,1,A Girl Like Me,Rihanna,spotify:track:2sc6MxpYcfgZHIxIlicbef,0.758,0.557,7,-6.223,1,0.112,0.0152,1.43e-06,0.108,0.751,79.98,4
70,Selfish Girl,217173,False,['Rihanna'],False,9,1,A Girl Like Me,Rihanna,spotify:track:1lz9t9I3zArRacD2Pud76x,0.724,0.643,11,-4.981,0,0.0837,0.0023,0.00714,0.0633,0.737,82.012,4
71,P.S. (I'm Still Not Over You),249906,False,['Rihanna'],False,10,1,A Girl Like Me,Rihanna,spotify:track:2vDZwEDKyiaKOsvEQbaRcQ,0.759,0.407,8,-8.427,0,0.0481,0.0803,0.0,0.104,0.496,88.081,4
72,A Girl Like Me,256000,False,['Rihanna'],False,11,1,A Girl Like Me,Rihanna,spotify:track:7vtna7uCQMxYUM6sPx0L51,0.447,0.574,6,-6.993,1,0.12,0.274,0.0,0.0777,0.633,82.122,4
73,A Million Miles Away,249680,False,['Rihanna'],False,12,1,A Girl Like Me,Rihanna,spotify:track:60mOfkGcqyS9UaRQsZ6e2C,0.566,0.363,2,-7.259,1,0.0285,0.482,0.0,0.292,0.0609,123.864,4
74,If It's Lovin' That You Want - Pt. 2,248506,False,"['Rihanna', 'Cory Gunz']",True,13,1,A Girl Like Me,Rihanna,spotify:track:0CVAvbscJvgDMrCjIYdTUi,0.72,0.615,6,-8.224,1,0.161,0.485,2.53e-06,0.0829,0.642,96.072,4
75,SOS,238920,False,['Rihanna'],False,1,1,A Girl Like Me,Rihanna,spotify:track:3sBmTwwsCwty2RNjOOvRVu,0.677,0.671,7,-4.905,1,0.0361,0.004,5.07e-05,0.413,0.527,137.046,4
76,Kisses Don't Lie,232880,False,['Rihanna'],False,2,1,A Girl Like Me,Rihanna,spotify:track:7txbzh10pVBKZmRXSjYxmR,0.676,0.747,5,-4.926,0,0.118,0.0209,7.48e-05,0.152,0.91,77.979,4
77,Unfaithful,226973,False,['Rihanna'],False,3,1,A Girl Like Me,Rihanna,spotify:track:1oh6hjPd82XlGFQGUh2Jfa,0.588,0.391,0,-8.607,0,0.0334,0.839,0.0,0.227,0.349,144.069,4
78,We Ride,236680,False,['Rihanna'],False,4,1,A Girl Like Me,Rihanna,spotify:track:3e7aUCS2WvxoKx6LEDyOzh,0.394,0.744,5,-5.465,0,0.276,0.00175,0.0,0.308,0.772,78.696,4
79,Dem Haters - Album Version 2,257866,False,"['Rihanna', 'Dwane Husbands']",True,5,1,A Girl Like Me,Rihanna,spotify:track:5sAF1nTwI5yQgTFOJt4va5,0.727,0.594,11,-4.52,0,0.0908,0.0132,0.0,0.0301,0.467,82.015,4
80,Final Goodbye,194200,False,['Rihanna'],False,6,1,A Girl Like Me,Rihanna,spotify:track:3JjwpZtcIKUB1PuWkWFwhv,0.512,0.463,4,-7.819,0,0.0285,0.0396,0.0,0.305,0.24,134.011,3
81,Break It Off,213373,False,"['Rihanna', 'Sean Paul']",True,7,1,A Girl Like Me,Rihanna,spotify:track:2osdbXkJFUwPBLiZ4gRaEv,0.897,0.738,10,-5.314,0,0.228,0.0166,0.0,0.0573,0.798,133.966,4
82,Crazy Little Thing Called Love,202080,False,"['Rihanna', 'J-Status']",True,8,1,A Girl Like Me,Rihanna,spotify:track:5tXKUlGgXbUkr3cyT1ivWn,0.758,0.557,7,-6.223,1,0.112,0.0152,1.43e-06,0.108,0.751,79.98,4
83,Selfish Girl,217173,False,['Rihanna'],False,9,1,A Girl Like Me,Rihanna,spotify:track:5fqRwaqk8OdNlcTdljwBuf,0.724,0.643,11,-4.981,0,0.0837,0.0023,0.00714,0.0633,0.737,82.012,4
84,P.S. (I'm Still Not Over You),249906,False,['Rihanna'],False,10,1,A Girl Like Me,Rihanna,spotify:track:49Uz3voxLt1j858YkOKn5R,0.759,0.407,8,-8.427,0,0.0481,0.0803,0.0,0.104,0.496,88.081,4
85,A Girl Like Me,256000,False,['Rihanna'],False,11,1,A Girl Like Me,Rihanna,spotify:track:53UymfuapLTAv8dGjOXrId,0.447,0.574,6,-6.993,1,0.12,0.274,0.0,0.0777,0.633,82.122,4
86,A Million Miles Away,249680,False,['Rihanna'],False,12,1,A Girl Like Me,Rihanna,spotify:track:09U6PbyADhwuezLa2RgQ9r,0.566,0.363,2,-7.259,1,0.0285,0.482,0.0,0.292,0.0609,123.864,4
87,If It's Lovin' That You Want - Pt. 2,248506,False,"['Rihanna', 'Cory Gunz']",True,13,1,A Girl Like Me,Rihanna,spotify:track:22YsipUaMKQecPUy6uRNQn,0.72,0.615,6,-8.224,1,0.161,0.485,2.53e-06,0.0829,0.642,96.072,4
88,Pon de Replay - Full Phatt Remix,201226,False,"['Rihanna', 'Matt Ward', 'Dean Gillard']",True,14,1,A Girl Like Me,Rihanna,spotify:track:34fYK1svsTZnI0UfyW8WH3,0.822,0.557,8,-9.363,0,0.214,0.00421,0.0129,0.072,0.881,98.975,4
89,Pon de Replay,246960,False,['Rihanna'],False,1,1,Music Of The Sun,Rihanna,spotify:track:4TsmezEQVSZNNPv5RJ65Ov,0.779,0.64,7,-8.415,1,0.159,0.000155,0.00077,0.101,0.498,99.019,4
