,name_track,duration_ms,explicit,artists_track,featuring,track_number,disc_number,name_album,artist,uri_track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
90,Here I Go Again,251133,False,"['Rihanna', 'J-Status']",True,2,1,Music Of The Sun,Rihanna,spotify:track:07gLSfLyr23jSKaUpRgR1B,0.681,0.611,5,-5.939,0,0.077,0.000332,0.00193,0.12,0.637,83.463,4
91,If It's Lovin' That You Want,208106,False,['Rihanna'],False,3,1,Music Of The Sun,Rihanna,spotify:track:4x2rgtSFOI4hRvEvDj02KP,0.745,0.694,8,-7.519,1,0.128,0.0962,0.0,0.0454,0.74,95.924,4
92,"You Don't Love Me (No, No, No)",260066,False,"['Rihanna', 'Vybz Kartel']",True,4,1,Music Of The Sun,Rihanna,spotify:track:7wWU3G8lAYNkro19o1wsBc,0.691,0.667,2,-6.496,1,0.0769,0.00632,4.46e-06,0.0816,0.611,84.008,4
93,"That La, La, La",225866,False,['Rihanna'],False,5,1,Music Of The Sun,Rihanna,spotify:track:2JMgGr5NopZc83ECon8MBj,0.853,0.672,7,-5.996,0,0.391,0.222,1.41e-06,0.297,0.952,77.501,4
94,The Last Time,293226,False,['Rihanna'],False,6,1,Music Of The Sun,Rihanna,spotify:track:2IRrmMVmjvWQjJGY8LNuk5,0.65,0.494,9,-7.021,0,0.0538,0.0232,0.0,0.104,0.114,111.68,4
95,Willing To Wait,277973,False,['Rihanna'],False,7,1,Music Of The Sun,Rihanna,spotify:track:5b41vHKBfpyEbmkJu6wtlH,0.537,0.443,10,-8.407,0,0.107,0.0107,6.99e-05,0.166,0.281,84.597,4
96,Music Of The Sun,236026,False,['Rihanna'],False,8,1,Music Of The Sun,Rihanna,spotify:track:3vPkkIsaQ5NqOqvj7Ht8kR,0.535,0.643,0,-8.182,1,0.155,0.112,0.0,0.281,0.632,171.884,4
97,Let Me,236400,False,['Rihanna'],False,9,1,Music Of The Sun,Rihanna,spotify:track:4tAqWkqjX9bRSUpNcYviVf,0.753,0.771,5,-5.833,0,0.145,0.0541,0.000304,0.133,0.743,108.022,4
98,Rush,189573,False,"['Rihanna', 'Kardinal Offishall']",True,10,1,Music Of The Sun,Rihanna,spotify:track:5NH2an2qR7M6ptHnxTfhP1,0.751,0.822,1,-4.533,1,0.164,0.001,0.0022,0.259,0.801,96.967,4
99,There's A Thug In My Life,198640,False,"['Rihanna', 'J-Status']",True,11,1,Music Of The Sun,Rihanna,spotify:track:2O5rxPXXEFuvVfvsc85GX3,0.572,0.632,0,-7.742,1,0.109,0.00138,3.85e-06,0.102,0.572,161.786,4
100,Now I Know,300586,False,['Rihanna'],False,12,1,Music Of The Sun,Rihanna,spotify:track:35Hibmn6fwoYVifZ9TKnWg,0.315,0.267,9,-11.355,1,0.0289,0.853,1.5e-06,0.204,0.22,104.987,3
101,Pon De Replay - Remix,217186,False,"['Rihanna', 'Elephant Man']",True,13,1,Music Of The Sun,Rihanna,spotify:track:1B4iEymNy6FyU2I39ujzVw,0.778,0.737,7,-7.861,1,0.251,0.00031,0.0,0.276,0.582,99.078,4
102,Dr. West - Skit,89546,True,['Eminem'],False,1,1,Relapse: Refill,Eminem,spotify:track:6KEO499uUuvv65wAfOltod,0.494,0.427,4,-11.725,1,0.36,0.406,8.16e-06,0.606,0.131,99.858,4
103,3 a.m.,319853,True,['Eminem'],False,2,1,Relapse: Refill,Eminem,spotify:track:7Djpvy4lZJNI8rTOVLf1H7,0.75,0.831,4,-2.601,0,0.397,0.0603,0.0,0.0576,0.731,76.439,4
104,My Mom,319866,True,['Eminem'],False,3,1,Relapse: Refill,Eminem,spotify:track:2ruw2Kq8lgyqwemZik9bUg,0.812,0.88,1,-1.521,1,0.259,0.295,0.0,0.106,0.778,90.098,4
105,Insane,181360,True,['Eminem'],False,4,1,Relapse: Refill,Eminem,spotify:track:6x1stxDsnh4ZlEft29uhlR,0.876,0.878,9,-0.929,0,0.168,0.251,0.0,0.321,0.677,97.99,4
106,Bagpipes From Baghdad,283066,True,['Eminem'],False,5,1,Relapse: Refill,Eminem,spotify:track:1d5jcRB7Ri9ZA0sFh1Moke,0.74,0.915,5,-2.472,0,0.211,0.104,0.0,0.0853,0.382,93.035,4
107,Hello,248200,True,['Eminem'],False,6,1,Relapse: Refill,Eminem,spotify:track:7wuY9kPzREAC9OR7KScoli,0.862,0.936,10,-5.782,0,0.189,0.149,0.0,0.551,0.718,96.0,4
108,Tonya - Skit,42226,True,['Eminem'],False,7,1,Relapse: Refill,Eminem,spotify:track:1meOg8wHrLsxqD4mwW2YM2,0.574,0.969,6,-4.41,1,0.332,0.294,0.0,0.458,0.168,78.238,4
109,Same Song & Dance,246640,True,['Eminem'],False,8,1,Relapse: Refill,Eminem,spotify:track:1NcKKXrDTdCMaiVJkEknqr,0.808,0.721,10,-4.685,0,0.228,0.127,0.0,0.36,0.213,101.982,4
110,We Made You,269613,False,['Eminem'],False,9,1,Relapse: Refill,Eminem,spotify:track:4UMTp91LHhvW33ol9ZQH0Q,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4
111,Medicine Ball,237346,True,['Eminem'],False,10,1,Relapse: Refill,Eminem,spotify:track:2cgZkUVmNJeJZFLEAyh5Qj,0.776,0.943,1,-2.559,1,0.257,0.105,0.0,0.212,0.695,119.858,5
112,Paul - Skit,19400,True,['Eminem'],False,11,1,Relapse: Refill,Eminem,spotify:track:3xnIYtj7GS6WTXshdsb1uG,0.82,0.41,0,-18.202,1,0.932,0.955,0.0,0.762,0.421,97.199,3
113,Stay Wide Awake,319973,True,['Eminem'],False,12,1,Relapse: Refill,Eminem,spotify:track:36YlVLEV1f2qredBFj8o2y,0.747,0.851,10,-3.35,0,0.274,0.196,0.0,0.258,0.629,75.16,4
114,Old Time's Sake,278160,True,"['Eminem', 'Dr. Dre']",True,13,1,Relapse: Refill,Eminem,spotify:track:5j6ODxGVhAWeCS49bBKuxz,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,4
115,Must Be The Ganja,242906,True,['Eminem'],False,14,1,Relapse: Refill,Eminem,spotify:track:5PVv4YALJruehQKyAlwjfE,0.728,0.801,1,0.161,1,0.297,0.322,0.0,0.244,0.794,82.657,4
116,Mr. Mathers - Skit,42386,False,['Eminem'],False,15,1,Relapse: Refill,Eminem,spotify:track:3LLEtMyr9j3evyA9xr8WzL,0.426,0.691,2,-6.962,1,0.265,0.179,0.0,0.702,0.472,172.009,3
117,Deja Vu,283520,True,['Eminem'],False,16,1,Relapse: Refill,Eminem,spotify:track:0FDjc7fIiK29BWH45Ka7Vp,0.7,0.873,4,-1.88,0,0.208,0.208,0.0,0.229,0.571,84.023,4
118,Beautiful,392826,True,['Eminem'],False,17,1,Relapse: Refill,Eminem,spotify:track:1HR2CTi0ytRJIcik1QKdOa,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,4
119,Crack A Bottle,297520,True,"['Eminem', 'Dr. Dre', '50 Cent']",True,18,1,Relapse: Refill,Eminem,spotify:track:4dK00wCxlqWEeN8BoM1BHT,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,3
120,Steve Berman - Skit,89186,True,['Eminem'],False,19,1,Relapse: Refill,Eminem,spotify:track:3EJr3SxeW73TN03mJXdCqG,0.762,0.445,4,-14.079,0,0.924,0.587,0.0,0.881,0.755,95.286,1
121,Underground,371453,True,['Eminem'],False,20,1,Relapse: Refill,Eminem,spotify:track:4jpi8FljkAwKFb4ljWuar6,0.632,0.807,10,-3.489,0,0.409,0.126,0.0,0.568,0.55,107.316,4
122,Forever,357706,True,"['Drake', 'Kanye West', 'Lil Wayne', 'Eminem']",True,1,2,Relapse: Refill,Eminem,spotify:track:5UsLjwBaTHBX4ektWIr4XX,0.457,0.906,5,-2.278,0,0.342,0.249,0.0,0.182,0.54,104.02,5
123,Hell Breaks Loose,244160,True,"['Eminem', 'Dr. Dre']",True,2,2,Relapse: Refill,Eminem,spotify:track:0FXfAepEmqVCMnvOpb8Hoj,0.57,0.883,10,-3.099,0,0.219,0.129,0.0,0.0949,0.911,78.887,4
124,Buffalo Bill,236840,True,['Eminem'],False,3,2,Relapse: Refill,Eminem,spotify:track:3lSQAn6cmWfYfwuTJry44m,0.549,0.883,10,-3.858,0,0.403,0.0208,0.0,0.237,0.702,175.882,4
125,Elevator,292933,True,['Eminem'],False,4,2,Relapse: Refill,Eminem,spotify:track:26rUU3JZ9JB9OkEuG9mb3e,0.796,0.793,7,-3.911,1,0.318,0.323,0.0,0.332,0.556,90.51,4
126,Taking My Ball,302586,True,['Eminem'],False,5,2,Relapse: Refill,Eminem,spotify:track:3uO4rUJSyoyeh16KkVdxHy,0.69,0.875,1,-3.189,1,0.081,0.00517,0.0,0.184,0.552,90.953,4
127,Music Box,304906,True,['Eminem'],False,6,2,Relapse: Refill,Eminem,spotify:track:1PokNDiTBQZgXci6rn2BVE,0.635,0.712,4,-5.151,0,0.11,0.0131,0.0,0.187,0.458,78.598,4
128,Drop The Bomb On 'Em,287266,True,['Eminem'],False,7,2,Relapse: Refill,Eminem,spotify:track:4KxiDMQBLiHZ0efSyvVsKc,0.892,0.693,11,-4.048,0,0.215,0.0277,0.0,0.123,0.357,91.989,4
129,My Darling,319906,True,['Eminem'],False,8,2,Relapse: Refill,Eminem,spotify:track:30kY0saQlvZ6tAJWhlDf6h,0.511,0.79,4,-6.592,1,0.449,0.319,0.0,0.265,0.456,170.903,4
130,Careful What You Wish For,227186,True,['Eminem'],False,9,2,Relapse: Refill,Eminem,spotify:track:4R2ibsoF3A9Tv64DjEfyj9,0.634,0.601,6,-5.614,0,0.429,0.141,0.0,0.326,0.601,68.423,1
131,Dr. West - Skit,89546,True,['Eminem'],False,1,1,Relapse,Eminem,spotify:track:2gCU2bAtDSG0lO0GDu7sQG,0.494,0.427,4,-11.725,1,0.36,0.406,8.16e-06,0.606,0.131,99.858,4
132,3 a.m.,319853,True,['Eminem'],False,2,1,Relapse,Eminem,spotify:track:5XPtxe7eKdHt3vWJcUawYj,0.75,0.831,4,-2.601,0,0.397,0.0603,0.0,0.0576,0.731,76.439,4
133,My Mom,319866,True,['Eminem'],False,3,1,Relapse,Eminem,spotify:track:5XhXt7kcM4rSvo03faDAjY,0.812,0.88,1,-1.521,1,0.259,0.295,0.0,0.106,0.778,90.098,4
134,Insane,181360,True,['Eminem'],False,4,1,Relapse,Eminem,spotify:track:5bfTQCLA1asTt8dGiAh564,0.876,0.878,9,-0.929,0,0.168,0.251,0.0,0.321,0.677,97.99,4
135,Bagpipes From Baghdad,283066,True,['Eminem'],False,5,1,Relapse,Eminem,spotify:track:7p2IHAUjqctj4AqZ2QKnPF,0.74,0.915,5,-2.472,0,0.211,0.104,0.0,0.0853,0.382,93.035,4
136,Hello,248200,True,['Eminem'],False,6,1,Relapse,Eminem,spotify:track:6yE9LZDnjotlcr1gACxnmh,0.862,0.936,10,-5.782,0,0.189,0.149,0.0,0.551,0.718,96.0,4
137,Tonya - Skit,42226,True,['Eminem'],False,7,1,Relapse,Eminem,spotify:track:4P2QrYVoz8zd6NHcD5aERc,0.574,0.969,6,-4.41,1,0.332,0.294,0.0,0.458,0.168,78.238,4
138,Same Song & Dance,246640,True,['Eminem'],False,8,1,Relapse,Eminem,spotify:track:2hxm7xa1RxJ2z7brYTsAYd,0.808,0.721,10,-4.685,0,0.228,0.127,0.0,0.36,0.213,101.982,4
139,We Made You,269613,False,['Eminem'],False,9,1,Relapse,Eminem,spotify:track:4tUTnCBft9qif7mlm51zFK,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4
140,Medicine Ball,237346,True,['Eminem'],False,10,1,Relapse,Eminem,spotify:track:2s1nxW4nd7N8bS946VwRaG,0.776,0.943,1,-2.559,1,0.257,0.105,0.0,0.212,0.695,119.858,5
141,Paul - Skit,19400,True,['Eminem'],False,11,1,Relapse,Eminem,spotify:track:7dmktmaBIKmApz9SCBRkAY,0.82,0.41,0,-18.202,1,0.932,0.955,0.0,0.762,0.421,97.199,3
142,Stay Wide Awake,319973,True,['Eminem'],False,12,1,Relapse,Eminem,spotify:track:1cpGp4Ow7HaiNfsnDaHcmU,0.747,0.851,10,-3.35,0,0.274,0.196,0.0,0.258,0.629,75.16,4
143,Old Time's Sake,278160,True,"['Eminem', 'Dr. Dre']",True,13,1,Relapse,Eminem,spotify:track:22PJPy3Xf2EruWEeqNEOFH,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,4
144,Must Be The Ganja,242906,True,['Eminem'],False,14,1,Relapse,Eminem,spotify:track:0g6Wn9gocuOVr72Yaf8UBF,0.728,0.801,1,0.161,1,0.297,0.322,0.0,0.244,0.794,82.657,4
145,Mr. Mathers - Skit,42386,False,['Eminem'],False,15,1,Relapse,Eminem,spotify:track:44W1NE0glj9Yf72y2EtckP,0.426,0.691,2,-6.962,1,0.265,0.179,0.0,0.702,0.472,172.009,3
146,Deja Vu,283520,True,['Eminem'],False,16,1,Relapse,Eminem,spotify:track:7utC1F1aaearq1u9qS9kQT,0.7,0.873,4,-1.88,0,0.208,0.208,0.0,0.229,0.571,84.023,4
147,Beautiful,392826,True,['Eminem'],False,17,1,Relapse,Eminem,spotify:track:7DDxxhExUBH53SFJqXDz4i,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,4
148,Crack A Bottle,297520,True,"['Eminem', 'Dr. Dre', '50 Cent']",True,18,1,Relapse,Eminem,spotify:track:360TPORPNBas8DeQueJe67,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,3
149,Steve Berman - Skit,89186,True,['Eminem'],False,19,1,Relapse,Eminem,spotify:track:4UAhK697YenvIOPd2EY5UZ,0.762,0.445,4,-14.079,0,0.924,0.587,0.0,0.881,0.755,95.286,1
150,Underground,371453,True,['Eminem'],False,20,1,Relapse,Eminem,spotify:track:54iuNoey1HTIM0yNg0CMXj,0.632,0.807,10,-3.489,0,0.409,0.126,0.0,0.568,0.55,107.316,4
151,Dr. West - Skit,89546,True,['Eminem'],False,1,1,Relapse [Deluxe],Eminem,spotify:track:4SWBRCv6bElxKD6lTH5rzv,0.494,0.427,4,-11.725,1,0.36,0.406,8.16e-06,0.606,0.131,99.858,4
152,3 a.m.,319853,True,['Eminem'],False,2,1,Relapse [Deluxe],Eminem,spotify:track:5aVrh0V1bpJ4YEGXfCD3Yz,0.75,0.831,4,-2.601,0,0.397,0.0603,0.0,0.0576,0.731,76.439,4
153,My Mom,319866,True,['Eminem'],False,3,1,Relapse [Deluxe],Eminem,spotify:track:0u0k7qQ5F5lzTf5rsnWY8v,0.812,0.88,1,-1.521,1,0.259,0.295,0.0,0.106,0.778,90.098,4
154,Insane,181360,True,['Eminem'],False,4,1,Relapse [Deluxe],Eminem,spotify:track:1E87Nt1EgdYm5uYOw8rtlr,0.876,0.878,9,-0.929,0,0.168,0.251,0.0,0.321,0.677,97.99,4
155,Bagpipes From Baghdad,283066,True,['Eminem'],False,5,1,Relapse [Deluxe],Eminem,spotify:track:5SyedOgBgBwH41jSHfwBy9,0.74,0.915,5,-2.472,0,0.211,0.104,0.0,0.0853,0.382,93.035,4
156,Hello,248200,True,['Eminem'],False,6,1,Relapse [Deluxe],Eminem,spotify:track:692nbKgOdtHeLoDC86eif9,0.862,0.936,10,-5.782,0,0.189,0.149,0.0,0.551,0.718,96.0,4
157,Tonya - Skit,42213,True,['Eminem'],False,7,1,Relapse [Deluxe],Eminem,spotify:track:55coagNhSktoKAOgdNkkys,0.573,0.969,6,-4.41,1,0.344,0.296,0.0,0.442,0.169,78.28,4
158,Same Song & Dance,246653,True,['Eminem'],False,8,1,Relapse [Deluxe],Eminem,spotify:track:0Gfe0uC41xaBjxWoGrxeHT,0.789,0.699,10,-4.702,0,0.268,0.131,0.0,0.381,0.209,101.971,4
159,We Made You,269613,False,['Eminem'],False,9,1,Relapse [Deluxe],Eminem,spotify:track:6pVGvA806ARxVIZfcJxWHd,0.924,0.853,2,-1.203,1,0.0792,0.107,1.45e-06,0.129,0.67,114.003,4
160,Medicine Ball,237333,True,['Eminem'],False,10,1,Relapse [Deluxe],Eminem,spotify:track:6lwgqGc6R6WyOQ62lkxrH7,0.776,0.943,1,-2.559,1,0.257,0.105,0.0,0.203,0.695,119.864,5
161,Paul - Skit,19413,True,['Eminem'],False,11,1,Relapse [Deluxe],Eminem,spotify:track:18BwdYsOC2qKpBBsnYYYFz,0.779,0.403,3,-18.333,1,0.935,0.953,0.0,0.764,0.419,84.573,5
162,Stay Wide Awake,319973,True,['Eminem'],False,12,1,Relapse [Deluxe],Eminem,spotify:track:4tlXDIipd1IuJHKXW5Z32h,0.747,0.851,10,-3.35,0,0.274,0.196,0.0,0.258,0.629,75.16,4
163,Old Time's Sake,278160,True,"['Eminem', 'Dr. Dre']",True,13,1,Relapse [Deluxe],Eminem,spotify:track:5CwFNjik3qxA7SPNMF093f,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,4
164,Must Be The Ganja,242906,True,['Eminem'],False,14,1,Relapse [Deluxe],Eminem,spotify:track:193EZtB9RHLTl1bFVyyjib,0.728,0.801,1,0.161,1,0.297,0.322,0.0,0.244,0.794,82.657,4
165,Mr. Mathers - Skit,42386,False,['Eminem'],False,15,1,Relapse [Deluxe],Eminem,spotify:track:6rkryGkq0HTIwDokX6yeo9,0.426,0.691,2,-6.962,1,0.265,0.179,0.0,0.702,0.472,172.009,3
166,Deja Vu,283520,True,['Eminem'],False,16,1,Relapse [Deluxe],Eminem,spotify:track:5Mo51IWW49vhISzDLs4CqU,0.7,0.873,4,-1.88,0,0.208,0.208,0.0,0.229,0.571,84.023,4
167,Beautiful,392826,True,['Eminem'],False,17,1,Relapse [Deluxe],Eminem,spotify:track:6XaqawNmeeScjVLAv4Fx6l,0.727,0.696,5,-4.472,0,0.0706,0.251,0.0,0.0726,0.467,132.077,4
168,Crack A Bottle,297520,True,"['Eminem', 'Dr. Dre', '50 Cent']",True,18,1,Relapse [Deluxe],Eminem,spotify:track:5ac5PpvqGeVo3oAq26aobC,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,3
169,Steve Berman - Skit,89186,True,['Eminem'],False,19,1,Relapse [Deluxe],Eminem,spotify:track:5VbV6BeCzuT8He3O2679l5,0.762,0.445,4,-14.079,0,0.924,0.587,0.0,0.881,0.755,95.286,1
170,Underground,371280,True,['Eminem'],False,20,1,Relapse [Deluxe],Eminem,spotify:track:33yv9M5Mnh48D4SvoOSeFO,0.631,0.807,10,-3.489,0,0.409,0.126,0.0,0.568,0.55,106.988,4
171,My Darling,320426,True,['Eminem'],False,21,1,Relapse [Deluxe],Eminem,spotify:track:1SM95qTgtKZ20w5sw3OAXc,0.622,0.793,4,-6.558,1,0.367,0.296,0.0,0.184,0.487,62.88,3
172,Careful What You Wish For,227173,True,['Eminem'],False,22,1,Relapse [Deluxe],Eminem,spotify:track:0fmBl9B10gwAna3YN4MnU6,0.746,0.609,6,-5.623,0,0.372,0.137,0.0,0.328,0.591,82.478,4
173,Curtains Up,46866,True,['Eminem'],False,1,1,Encore,Eminem,spotify:track:2nT5m433s95hvYJH4S7ont,0.306,0.724,9,-18.799,0,0.0897,0.48,0.000982,0.935,0.0269,114.923,3
174,Evil Deeds,259573,True,['Eminem'],False,2,1,Encore,Eminem,spotify:track:0MhkjuQtv0JyIPZ8MEUMCq,0.731,0.686,11,-5.002,0,0.33,0.0915,0.0,0.415,0.29,75.54,4
175,Never Enough,159786,True,"['Eminem', '50 Cent', 'Nate Dogg']",True,3,1,Encore,Eminem,spotify:track:3sQ8aCVA5Bsw7WHa7XpDWr,0.777,0.716,11,-5.327,1,0.347,0.294,0.0,0.665,0.593,95.756,4
176,Yellow Brick Road,346253,True,['Eminem'],False,4,1,Encore,Eminem,spotify:track:6JLU84OHXJ582y0PWRIYba,0.766,0.818,9,-3.545,0,0.249,0.293,9.39e-05,0.205,0.776,84.466,4
177,Like Toy Soldiers,296880,True,['Eminem'],False,5,1,Encore,Eminem,spotify:track:4csWODGWQtsQwKc7ukTvs6,0.52,0.768,8,-3.489,0,0.359,0.0193,0.00034,0.104,0.398,79.178,4
178,Mosh,317813,True,['Eminem'],False,6,1,Encore,Eminem,spotify:track:78R9km7Q1QTC37XUSq7lFT,0.625,0.719,10,-3.326,0,0.24,0.672,0.0,0.7,0.524,72.532,4
179,Puke,247826,True,['Eminem'],False,7,1,Encore,Eminem,spotify:track:5A6ilRXHqsGBPrcY9JJoRJ,0.763,0.783,4,-4.601,0,0.222,0.136,0.0,0.0412,0.529,81.975,4
180,My 1st Single,302840,True,['Eminem'],False,8,1,Encore,Eminem,spotify:track:2XwcKN1muqa3rXgwAQiXrL,0.833,0.949,4,-3.082,0,0.182,0.0553,0.0251,0.14,0.907,170.009,4
181,Paul - Skit,32026,True,['Eminem'],False,9,1,Encore,Eminem,spotify:track:7r7thr1ZEdG6kZJyTevfaR,0.77,0.234,8,-16.867,0,0.783,0.987,0.0,0.634,0.788,60.286,4
182,Rain Man,313946,True,['Eminem'],False,10,1,Encore,Eminem,spotify:track:6iXYSQWhN9EuHWgRGRI6WL,0.836,0.494,9,-3.506,0,0.253,0.0968,0.0,0.078,0.456,88.04,4
183,Big Weenie,266933,True,['Eminem'],False,11,1,Encore,Eminem,spotify:track:3I1RTasRwkWepr6AfUMxW0,0.622,0.539,1,-4.331,1,0.502,0.242,0.0,0.107,0.315,173.662,4
184,Em Calls Paul - Skit,71746,True,['Eminem'],False,12,1,Encore,Eminem,spotify:track:5eOti2JOjynFuZ0ZPkMBK8,0.63,0.371,7,-17.591,1,0.449,0.993,0.0013,0.487,0.177,97.191,5
185,Just Lose It,248680,True,['Eminem'],False,13,1,Encore,Eminem,spotify:track:35gqchrol8FU9YYcZguuCL,0.94,0.633,8,-3.56,1,0.0467,0.0581,4.04e-05,0.281,0.962,121.003,4
186,Ass Like That,265480,True,['Eminem'],False,14,1,Encore,Eminem,spotify:track:0avjVeujL8PYfm8tKKszLH,0.646,0.796,2,-6.152,1,0.366,0.409,0.0,0.107,0.676,83.093,4
187,Spend Some Time,310720,True,"['Eminem', 'Obie Trice', 'Stat Quo', '50 Cent']",True,15,1,Encore,Eminem,spotify:track:3unvrmw7SW5oIVLSsJ7bat,0.695,0.61,5,-5.133,1,0.228,0.0561,1.19e-05,0.123,0.133,83.659,4
188,Mockingbird,250760,True,['Eminem'],False,16,1,Encore,Eminem,spotify:track:0JtIWgsblOvJfpoyhGkFuS,0.637,0.678,0,-3.798,1,0.266,0.209,0.0,0.156,0.254,84.039,4
189,Crazy In Love,242306,True,['Eminem'],False,17,1,Encore,Eminem,spotify:track:3ujYGOyZTnclO5vDp1qZBJ,0.679,0.732,4,-6.583,0,0.246,0.0221,0.0,0.127,0.775,80.003,4
190,One Shot 2 Shot,266573,True,"['Eminem', 'D12']",True,18,1,Encore,Eminem,spotify:track:1pdR7N8sTiKh93IcG7Ou51,0.885,0.61,1,-6.266,1,0.225,0.194,0.0,0.278,0.822,98.974,4
191,Final Thought - Skit,30200,True,['Eminem'],False,19,1,Encore,Eminem,spotify:track:3l7JgsKSK2GSbquX2UJAwm,0.546,0.465,7,-24.404,1,0.136,0.00403,0.14,0.439,0.481,125.684,4
192,Encore/Curtains Down,348400,True,['Eminem'],False,20,1,Encore,Eminem,spotify:track:2b4zzYE453ThfmXcnicgow,0.605,0.747,5,-5.574,0,0.397,0.0838,0.0,0.462,0.565,173.951,4
